Dia;Mês;Ano;Cepagri;IAC;Viracopos
5;2;2004;28.86;27.2;30
6;2;2004;28.94;29;27
7;2;2004;26.43;25.8;24
8;2;2004;28.76;28.6;27
9;2;2004;29.56;28.6;27
10;2;2004;31.09;30.6;28
11;2;2004;31.8;30.6;29
12;2;2004;31.49;30.8;30
13;2;2004;32.46;30.6;31
14;2;2004;29.75;29.4;23
15;2;2004;23.25;24.4;29
16;2;2004;21.46;21.4;29
17;2;2004;27.14;26.6;31
18;2;2004;29.59;29;31
19;2;2004;31.85;31.4;33
20;2;2004;31.7;30.4;30
21;2;2004;23.72;22.6;28
22;2;2004;26.77;26;25
23;2;2004;25.73;26.4;22
24;2;2004;29.54;28.8;22
25;2;2004;32.55;31.8;22
26;2;2004;32.37;31.2;27
27;2;2004;31.81;31.2;29
28;2;2004;31.74;30.8;28
29;2;2004;31.41;31.2;30
1;3;2004;30.91;29.6;31
2;3;2004;29.41;29;31
3;3;2004;30.04;29.4;32
4;3;2004;31.27;30.2;25
5;3;2004;29.84;29.2;25
6;3;2004;28.68;26.6;24
7;3;2004;28.72;28.2;28
8;3;2004;31.15;31.4;30
9;3;2004;28.22;27.6;31
10;3;2004;30.38;29.8;32
11;3;2004;21.72;22;30
12;3;2004;23.21;23.2;28
13;3;2004;27.97;26.4;28
14;3;2004;32.35;31.4;24
15;3;2004;33.19;32;29
16;3;2004;32.31;31.8;29
17;3;2004;30.46;29.4;28
18;3;2004;32.21;31.4;29
19;3;2004;31.91;31.2;30
20;3;2004;32.58;32;25
21;3;2004;31.01;30.4;25
22;3;2004;28.86;28.6;26
23;3;2004;24.99;24.8;25
24;3;2004;27.7;27.4;26
25;3;2004;27.56;27.6;28
26;3;2004;29.39;28.8;26
27;3;2004;29.65;29;28
28;3;2004;34.26;30.6;29
29;3;2004;31.78;30.8;30
30;3;2004;24.63;24;29
31;3;2004;30.16;29.2;28
1;4;2004;30.47;30;29
2;4;2004;32.28;31;30
3;4;2004;32.61;32;31
4;4;2004;33.16;32.2;26
5;4;2004;31.49;31;29
6;4;2004;31.1;28.8;29
7;4;2004;25.42;25;27
8;4;2004;23.46;23.2;30
9;4;2004;24.42;23.2;29
10;4;2004;22.21;22.4;28
11;4;2004;28.98;28;29
12;4;2004;30.28;29.8;30
13;4;2004;29.16;28.2;27
14;4;2004;31.12;28.2;23
15;4;2004;32.26;32;28
16;4;2004;32.89;32;26
17;4;2004;32.82;32;28
18;4;2004;24.53;24.6;30
19;4;2004;25.54;25.2;29
20;4;2004;27.37;26.2;26
21;4;2004;29.75;28.8;28
22;4;2004;32.38;31.2;28
23;4;2004;32.34;31.4;29
24;4;2004;32.8;32.2;25
25;4;2004;31.21;30.2;23
26;4;2004;28.35;27.8;23
27;4;2004;30.38;29.6;26
28;4;2004;25.13;24.4;26
29;4;2004;29.7;29.2;26
30;4;2004;29.21;28.8;26
1;5;2004;29.97;29.4;27
2;5;2004;30.96;30;27
3;5;2004;29.89;29.2;30
4;5;2004;27.21;26.4;28
5;5;2004;26.66;26.8;27
6;5;2004;26.38;26;22
7;5;2004;26.79;25.6;20
8;5;2004;27.7;27;21
9;5;2004;28.76;28.2;22
10;5;2004;28.27;27;23
11;5;2004;29.31;28.4;24
12;5;2004;29.83;28.8;27
13;5;2004;28.33;30.4;20
14;5;2004;30.2;29.2;23
15;5;2004;29.4;28.8;19
16;5;2004;30.63;29.6;19
17;5;2004;30.83;30.4;22
18;5;2004;32.16;31;20
19;5;2004;26.52;26.8;23
20;5;2004;30.19;29.6;18
21;5;2004;29.65;29;22
22;5;2004;28.59;28;23
23;5;2004;31.63;31.4;22
24;5;2004;31.11;30;26
25;5;2004;29.3;28.6;22
26;5;2004;30.14;29.2;21
27;5;2004;31.0;29.8;17
28;5;2004;27.78;27;20
29;5;2004;24.51;24;23
30;5;2004;29.49;28.8;25
31;5;2004;26.88;26.6;20
1;6;2004;29.25;28.8;23
2;6;2004;30.96;30.4;22
3;6;2004;31.34;30.6;16
4;6;2004;27.95;27.8;19
5;6;2004;29.58;28.8;19
6;6;2004;29.48;28.8;22
7;6;2004;30.24;29.4;22
8;6;2004;26.58;26.4;23
9;6;2004;24.09;24.2;21
10;6;2004;23.88;23.6;26
11;6;2004;27.39;26.2;25
12;6;2004;27.44;26.2;20
13;6;2004;26.69;26.2;15
14;6;2004;28.59;26.2;23
15;6;2004;27.48;27;19
16;6;2004;28.91;28.2;25
17;6;2004;31.29;31;25
18;6;2004;29.58;28.8;25
19;6;2004;27.39;26.8;24
20;6;2004;22.85;23;24
21;6;2004;19.35;20;25
22;6;2004;20.95;20.4;26
23;6;2004;22.31;22;26
24;6;2004;23.82;23.4;24
25;6;2004;25.52;25.6;24
26;6;2004;28.4;28.2;25
27;6;2004;20.96;20.4;25
28;6;2004;23.69;23.6;26
29;6;2004;18.95;19.4;26
30;6;2004;20.38;20.2;26
1;7;2004;22.9;22.6;25
2;7;2004;20.81;20.8;26
3;7;2004;24.99;24.2;27
4;7;2004;23.26;23;26
5;7;2004;24.12;23.8;24
6;7;2004;24.73;24.4;24
7;7;2004;24.26;22.6;27
8;7;2004;28.12;26.8;26
9;7;2004;22.27;21.8;21
10;7;2004;17.12;17.4;20
11;7;2004;18.45;18.4;17
12;7;2004;21.58;21.2;22
13;7;2004;24.13;23.6;25
14;7;2004;26.48;26;26
15;7;2004;21.73;22.4;27
16;7;2004;24.5;23.6;26
17;7;2004;22.96;22.4;19
18;7;2004;16.84;17;19
19;7;2004;19.63;19.4;15
20;7;2004;20.6;20.2;18
21;7;2004;23.08;22.2;19
22;7;2004;23.24;22;18
23;7;2004;25.51;24.8;19
24;7;2004;23.21;22.6;21
25;7;2004;27.75;27.2;20
26;7;2004;26.93;26.4;21
27;7;2004;17.46;17.8;22
28;7;2004;17.09;16.8;22
29;7;2004;24.67;24;23
30;7;2004;20.46;20.2;22
31;7;2004;25.99;25.4;25
1;8;2004;26.64;25.6;24
2;8;2004;26.46;26;24
3;8;2004;26.49;25.4;28
4;8;2004;25.98;25;26
5;8;2004;26.79;26;27
6;8;2004;26.08;25.6;25
7;8;2004;26.73;26;25
8;8;2004;25.6;25;18
9;8;2004;26.6;25.6;21
10;8;2004;27.01;26.2;22
11;8;2004;27.25;26.2;23
12;8;2004;27.42;27.2;21
13;8;2004;27.95;27.8;22
14;8;2004;26.95;26.4;23
15;8;2004;27.06;26.6;24
16;8;2004;27.65;26.4;25
17;8;2004;28.24;26.4;26
18;8;2004;28.3;27.6;27
19;8;2004;25.86;25.2;30
20;8;2004;26.24;25.6;30
21;8;2004;28.0;27.4;31
22;8;2004;27.08;27;30
23;8;2004;21.53;21.4;31
24;8;2004;20.42;20.8;26
25;8;2004;18.88;19;30
26;8;2004;24.53;24;27
27;8;2004;25.9;25.2;25
28;8;2004;27.46;26.6;23
29;8;2004;27.88;27.2;26
30;8;2004;27.71;27.2;28
31;8;2004;19.94;19.6;30
1;9;2004;20.35;20.4;32
2;9;2004;14.36;15;32
3;9;2004;17.51;18;30
4;9;2004;19.77;19.6;28
5;9;2004;19.62;19;31
6;9;2004;20.38;18.8;32
7;9;2004;22.0;21.6;33
8;9;2004;21.59;20.8;33
9;9;2004;21.59;21.4;33
10;9;2004;24.1;23;32
11;9;2004;23.52;22.6;29
12;9;2004;23.47;23.2;22
13;9;2004;23.56;22.6;28
14;9;2004;26.01;25.4;30
15;9;2004;25.24;24.8;27
16;9;2004;26.44;25.6;26
17;9;2004;29.21;28.2;24
18;9;2004;28.41;27.6;28
19;9;2004;27.69;27.2;28
20;9;2004;26.02;25.6;31
21;9;2004;26.62;26.2;32
22;9;2004;21.24;20.6;33
23;9;2004;22.13;21.6;33
24;9;2004;23.41;22.8;35
25;9;2004;24.1;23.6;34
26;9;2004;21.97;21.4;35
27;9;2004;22.98;22;35
28;9;2004;25.54;24.2;35
29;9;2004;26.43;24.4;29
30;9;2004;26.38;25.8;20
1;10;2004;28.27;27.2;20
2;10;2004;29.42;28.4;21.61
3;10;2004;30.69;30.4;19
4;10;2004;31.61;30.8;26
5;10;2004;31.97;31.2;28
6;10;2004;32.22;31.6;22
7;10;2004;32.2;31.2;22
8;10;2004;28.4;27.8;28
9;10;2004;31.07;30.6;32
10;10;2004;27.83;30;32
11;10;2004;21.43;26.4;27
12;10;2004;25.1;24.2;27
13;10;2004;27.69;27.2;28
14;10;2004;29.64;30;25
15;10;2004;31.72;30.8;21
16;10;2004;33.02;32.4;30
17;10;2004;33.84;33;26
18;10;2004;32.3;31.2;28
19;10;2004;29.12;28.6;24.11
20;10;2004;31.91;31;22
21;10;2004;34.05;32.6;25
22;10;2004;34.37;33.4;28
23;10;2004;34.34;33.6;25.61
24;10;2004;34.93;34;25
25;10;2004;33.7;33.2;23
26;10;2004;31.05;30;27
27;10;2004;25.71;25.4;26
28;10;2004;29.75;29;23
29;10;2004;31.65;30.8;29
30;10;2004;28.77;28.2;31
31;10;2004;28.02;27;32
1;11;2004;26.32;25.2;28
2;11;2004;29.76;29.2;30
3;11;2004;29.79;29;39
4;11;2004;32.66;31.8;28
5;11;2004;33.82;32.6;27.39
6;11;2004;33.88;33;27
7;11;2004;34.64;33.6;21
8;11;2004;36.14;35.2;26
9;11;2004;35.9;35;30
10;11;2004;36.13;35;31
11;11;2004;35.89;34.8;24
12;11;2004;36.56;35.6;25
13;11;2004;31.7;30.2;28
14;11;2004;23.11;22.4;28
15;11;2004;18.56;19.2;28.22
16;11;2004;21.96;22.2;23
17;11;2004;20.2;19.2;25
18;11;2004;26.65;26.2;27
19;11;2004;28.45;28;24
20;11;2004;23.77;22.6;26
21;11;2004;24.2;23.2;26
22;11;2004;29.21;17.6;28
23;11;2004;33.99;33;30
24;11;2004;33.98;33.2;31
25;11;2004;27.8;27.6;32
26;11;2004;28.19;27.6;33
27;11;2004;29.24;29;32
28;11;2004;26.34;25.6;27
29;11;2004;22.5;22.8;26
30;11;2004;31.96;31;27
1;12;2004;21.87;22;28
2;12;2004;28.05;27.6;27
3;12;2004;25.99;25.4;22
4;12;2004;23.1;22.8;29
5;12;2004;27.34;26.4;31
6;12;2004;29.46;28.8;32
7;12;2004;27.75;26.8;28
8;12;2004;26.04;25.2;29
9;12;2004;23.05;23.8;26
10;12;2004;28.33;27.2;25
11;12;2004;28.37;27.4;24
12;12;2004;25.44;24.2;26
13;12;2004;30.89;30.6;30
14;12;2004;32.49;31.6;31
15;12;2004;34.08;32.8;32
16;12;2004;29.74;28.6;30.22
17;12;2004;31.45;30.8;30
18;12;2004;33.11;32.8;30
19;12;2004;27.64;27;28
20;12;2004;30.25;29.4;30
21;12;2004;29.04;28;26
22;12;2004;21.86;21.2;21
23;12;2004;27.08;26.6;24
24;12;2004;32.32;30.2;27.11
25;12;2004;32.84;32;30
26;12;2004;23.04;22.4;25
27;12;2004;27.02;26.2;26
28;12;2004;29.05;28;30
29;12;2004;29.6;28.8;31
30;12;2004;29.26;29.6;32
31;12;2004;23.47;23.6;32
1;1;2005;26.3;25.4;33
2;1;2005;28.59;28.2;31
3;1;2005;24.74;24.2;29
4;1;2005;27.96;27.4;24
5;1;2005;27.35;26.4;25
6;1;2005;29.67;29;27
7;1;2005;31.61;30.8;30
8;1;2005;32.27;31.2;31
9;1;2005;33.18;32.2;29.22
10;1;2005;34.41;33.2;31
11;1;2005;32.76;31.8;27
12;1;2005;27.97;27.8;27
13;1;2005;28.53;27.8;30
14;1;2005;28.87;28;31
15;1;2005;29.14;28.4;32
16;1;2005;28.93;28.2;31
17;1;2005;23.12;22.8;26
18;1;2005;30.45;29.4;29
19;1;2005;32.31;31.8;24
20;1;2005;33.52;32.2;25
21;1;2005;30.12;29.6;25
22;1;2005;31.37;29.6;26.22
23;1;2005;27.06;26.8;31
24;1;2005;26.75;26.4;29
25;1;2005;25.73;25;28
26;1;2005;28.13;27.2;22
27;1;2005;29.35;28.6;21.11
28;1;2005;32.31;31;24
29;1;2005;33.84;32.4;24.22
30;1;2005;33.3;31.8;28
31;1;2005;32.44;31.4;30
1;2;2005;31.24;29.6;28
2;2;2005;29.96;29.2;28
3;2;2005;30.6;30;28
4;2;2005;22.46;22.2;28
5;2;2005;21.03;21.4;28
6;2;2005;27.36;26.8;28
7;2;2005;28.99;28.2;27
8;2;2005;32.12;31;28
9;2;2005;26.42;25.2;29
10;2;2005;27.07;26.8;29
11;2;2005;31.28;30.6;30
12;2;2005;32.46;31.8;30
13;2;2005;33.82;32.2;29
14;2;2005;33.84;32.6;29
15;2;2005;32.85;32.6;28
16;2;2005;32.06;30.8;32
17;2;2005;31.32;29.8;33
18;2;2005;24.66;24;34
19;2;2005;26.2;27;31
20;2;2005;29.62;29.2;31
21;2;2005;31.67;30;30
22;2;2005;33.14;32;33
23;2;2005;30.93;29.8;34
24;2;2005;31.78;30.8;34
25;2;2005;25.62;25.2;33
26;2;2005;28.85;28.2;28
27;2;2005;31.12;30;28
28;2;2005;32.8;32;30
1;3;2005;33.12;32.2;29
2;3;2005;32.58;31;28
3;3;2005;27.47;27.4;23
4;3;2005;29.26;28.4;28
5;3;2005;23.84;23.8;27
6;3;2005;26.48;25.4;29
7;3;2005;28.19;27.6;31
8;3;2005;28.24;27.6;33
9;3;2005;32.51;31.4;33
10;3;2005;31.32;30;33
11;3;2005;29.73;29;33
12;3;2005;21.81;22.6;30
13;3;2005;20.87;21.4;33
14;3;2005;24.47;24.4;29
15;3;2005;23.59;24;27
16;3;2005;28.93;27.2;25
17;3;2005;30.93;30;27
18;3;2005;29.7;28.8;29
19;3;2005;29.86;29.6;31
20;3;2005;30.12;29.8;29
21;3;2005;30.13;29;26
22;3;2005;29.44;28.4;26
23;3;2005;28.32;27.8;29
24;3;2005;28.83;27.4;25
25;3;2005;29.25;27.8;25
26;3;2005;30.59;29.4;26
27;3;2005;30.63;29.6;27
28;3;2005;31.2;29.6;27
29;3;2005;32.1;30.4;30
30;3;2005;30.56;29.4;30
31;3;2005;30.38;29;30
1;4;2005;30.48;29.6;31
2;4;2005;33.17;31.6;31
3;4;2005;34.58;32.4;32
4;4;2005;34.86;33.2;31
5;4;2005;33.44;32;28
6;4;2005;31.69;30.6;31
7;4;2005;30.83;29.4;32
8;4;2005;33.93;32.6;32
9;4;2005;36.02;33.6;31
10;4;2005;35.72;34;31
11;4;2005;33.67;32.4;31
12;4;2005;29.4;27.6;31
13;4;2005;30.03;29;30
14;4;2005;32.03;31;31
15;4;2005;31.63;30.4;32
16;4;2005;29.21;28;31
17;4;2005;23.81;24.2;30
18;4;2005;29.13;28;28
19;4;2005;29.13;28.2;30
20;4;2005;30.81;29.2;30
21;4;2005;33.21;31.8;28
22;4;2005;34.63;33.4;29
23;4;2005;33.93;33;27
24;4;2005;34.84;33.4;29
25;4;2005;35.19;33.6;24
26;4;2005;32.15;31.2;22
27;4;2005;34.4;32.6;23
28;4;2005;30.48;30.2;20
29;4;2005;29.78;28.4;25
30;4;2005;25.65;24.6;22
1;5;2005;28.34;27.6;23
2;5;2005;30.12;28.6;23
3;5;2005;31.6;30.6;24
4;5;2005;30.89;30.2;26
5;5;2005;27.92;27.2;26
6;5;2005;28.45;27.2;26
7;5;2005;30.21;29.6;27
8;5;2005;26.45;25.4;29
9;5;2005;26.61;26.4;26
10;5;2005;27.78;26.8;27
11;5;2005;30.15;29.2;29
12;5;2005;29.04;29.3;30
13;5;2005;30.61;30.4;30
14;5;2005;32.0;31.2;29
15;5;2005;31.68;30.6;29
16;5;2005;32.4;31.4;29
17;5;2005;32.49;31.6;28
18;5;2005;33.11;32.2;29
19;5;2005;32.26;31.6;30
20;5;2005;30.06;29.2;30
21;5;2005;32.8;31.6;27
22;5;2005;32.48;31.6;20
23;5;2005;33.51;33;24
24;5;2005;32.98;32.4;22
25;5;2005;32.52;31.6;21
26;5;2005;32.58;31.4;23
27;5;2005;32.48;31.6;24
28;5;2005;31.41;30.2;25
29;5;2005;31.94;31;26
30;5;2005;31.98;31.4;26
31;5;2005;32.24;30.8;27
1;6;2005;32.22;31.4;25
2;6;2005;30.09;29.2;26
3;6;2005;30.83;30;27
4;6;2005;31.05;30.2;27
5;6;2005;29.12;29;27
6;6;2005;29.61;29.4;25
7;6;2005;30.04;29;26
8;6;2005;30.3;29.6;26
9;6;2005;24.7;24.6;27
10;6;2005;22.34;21.6;26
11;6;2005;24.64;24.2;27
12;6;2005;20.32;20.4;26
13;6;2005;26.74;26;26
14;6;2005;23.04;23;27
15;6;2005;25.0;24;28
16;6;2005;24.45;24;26
17;6;2005;26.4;25.6;27
18;6;2005;27.51;26.8;23
19;6;2005;26.88;27;22
20;6;2005;27.21;26.4;20
21;6;2005;28.06;27.4;18
22;6;2005;28.71;27.8;21
23;6;2005;27.78;26.8;23
24;6;2005;27.82;27.6;23
25;6;2005;30.61;29.8;23
26;6;2005;31.51;30.2;24
27;6;2005;31.13;30.4;25
28;6;2005;30.66;29.6;20
29;6;2005;30.59;29.4;26
30;6;2005;30.45;29.4;27
1;7;2005;31.14;29.4;27
2;7;2005;30.56;29.6;27
3;7;2005;31.45;30.4;27
4;7;2005;31.32;30.4;26
5;7;2005;28.1;27.6;22
6;7;2005;19.6;19.8;20
7;7;2005;26.47;24.8;16
8;7;2005;21.75;21.8;19
9;7;2005;20.09;20;20
10;7;2005;24.44;24.2;20
11;7;2005;25.99;25.4;23
12;7;2005;26.43;26;24
13;7;2005;27.85;27.2;24
14;7;2005;26.06;26.2;23
15;7;2005;29.1;28.4;24
16;7;2005;26.65;25.8;26
17;7;2005;28.05;27.4;24.78
18;7;2005;28.39;28;17
19;7;2005;29.1;28.2;17
20;7;2005;28.67;27;20
21;7;2005;26.56;26.2;25
22;7;2005;27.38;26.6;27
23;7;2005;28.36;26.8;28
24;7;2005;28.87;27.8;24
25;7;2005;27.51;26.8;20
26;7;2005;27.83;27;21
27;7;2005;27.74;27;18
28;7;2005;27.88;27;26
29;7;2005;28.99;28;27
30;7;2005;29.61;28.4;26
31;7;2005;28.08;27;27
1;8;2005;28.99;28;27
2;8;2005;27.37;26;26
3;8;2005;23.75;23.2;26
4;8;2005;21.03;20.4;27
5;8;2005;19.58;20;28
6;8;2005;21.78;21.6;27
7;8;2005;25.22;24.2;27
8;8;2005;25.56;24.2;25
9;8;2005;24.61;24.2;25
10;8;2005;25.79;24.6;18
11;8;2005;26.05;25.6;22
12;8;2005;21.45;21.8;24
13;8;2005;27.81;27;26
14;8;2005;28.09;28;28
15;8;2005;28.02;27;30
16;8;2005;28.37;27.8;29
17;8;2005;28.43;27.6;29
18;8;2005;27.92;27.2;27
19;8;2005;24.15;23.8;27
20;8;2005;21.83;21.8;28
21;8;2005;16.27;16.6;28
22;8;2005;19.74;19.6;29
23;8;2005;22.06;21.2;29
24;8;2005;22.83;22;29
25;8;2005;25.31;24.8;23
26;8;2005;26.39;25.6;27
27;8;2005;25.54;25;24
28;8;2005;24.68;24.2;31
29;8;2005;26.42;25.6;33
30;8;2005;27.39;27;33
31;8;2005;26.57;26;31
1;9;2005;17.84;18;30
2;9;2005;18.23;18.4;23
3;9;2005;22.36;21.8;28
4;9;2005;26.39;26;27
5;9;2005;28.23;27.8;27
6;9;2005;30.07;29.4;23.11
7;9;2005;27.33;26;22
8;9;2005;19.97;19.8;24
9;9;2005;23.37;20.6;29
10;9;2005;21.12;20;30
11;9;2005;28.06;27.4;31
12;9;2005;29.45;28;24
13;9;2005;28.1;27.4;17
14;9;2005;28.36;27.8;21
15;9;2005;28.44;27.4;30
16;9;2005;27.64;27;30
17;9;2005;27.9;27;23
18;9;2005;28.05;27.4;25.22
19;9;2005;29.0;28.2;29
20;9;2005;28.68;27.6;26
21;9;2005;29.35;28;27
22;9;2005;27.41;26.4;22.22
23;9;2005;27.49;26.8;28
24;9;2005;20.92;20.6;27
25;9;2005;23.93;23.6;22
26;9;2005;25.4;24.6;20
27;9;2005;28.01;27;18
28;9;2005;30.28;29.6;23
29;9;2005;30.93;31;27
30;9;2005;30.24;29.8;28
1;10;2005;30.55;29.8;29
2;10;2005;29.21;28.2;20
3;10;2005;28.84;28;29
4;10;2005;29.18;29;32
5;10;2005;29.44;28.8;27
6;10;2005;30.16;29.4;28
7;10;2005;30.75;30.2;31
8;10;2005;31.78;31.2;32
9;10;2005;24.87;24.8;32
10;10;2005;28.76;28.2;31
11;10;2005;24.81;24;33
12;10;2005;32.86;32;34
13;10;2005;34.52;33.4;35
14;10;2005;34.74;33.6;32.22
15;10;2005;34.34;33.2;27
16;10;2005;31.55;30.4;30
17;10;2005;23.68;22.8;29
18;10;2005;29.16;29;25
19;10;2005;27.66;27.4;20
20;10;2005;28.37;27.8;27
21;10;2005;26.72;25.4;31
22;10;2005;25.05;24.6;25
23;10;2005;26.97;26.4;26
24;10;2005;29.66;29.2;28
25;10;2005;30.97;30.4;29
26;10;2005;32.26;31.2;30.11
27;10;2005;25.28;25.2;31
28;10;2005;19.71;19.6;31
29;10;2005;22.42;22.2;23
30;10;2005;31.46;30.4;22
31;10;2005;32.04;30.4;24
1;11;2005;26.81;25.8;23
2;11;2005;26.88;26.2;26
3;11;2005;31.08;29.8;28
4;11;2005;28.27;26.8;25
5;11;2005;25.94;24.8;29
6;11;2005;25.52;24.4;30
7;11;2005;29.97;28.4;29
8;11;2005;29.49;28;24
9;11;2005;21.11;21;24.11
10;11;2005;18.88;19;22
11;11;2005;19.1;19.2;27
12;11;2005;24.99;24.4;28
13;11;2005;29.01;27.8;29
14;11;2005;29.5;28.6;30
15;11;2005;31.23;30.4;33
16;11;2005;22.56;21.8;33
17;11;2005;30.99;30.4;30
18;11;2005;33.21;32.2;29
19;11;2005;26.94;26.4;27
20;11;2005;29.32;28.6;26
21;11;2005;34.25;32.4;29
22;11;2005;34.0;32.8;31
23;11;2005;34.24;32.4;31
24;11;2005;33.82;32.2;29
25;11;2005;34.87;33.4;25
26;11;2005;35.75;34.4;21
27;11;2005;36.92;35.2;28
28;11;2005;35.45;33.8;28
29;11;2005;28.85;28.6;29
30;11;2005;32.52;31.4;26
1;12;2005;30.24;29.6;26
2;12;2005;24.96;24.2;24
3;12;2005;21.07;21;23
4;12;2005;30.26;29;29
5;12;2005;32.89;31.2;28
6;12;2005;26.84;26;27
7;12;2005;28.65;27.8;24
8;12;2005;31.58;30.6;27
9;12;2005;31.02;30.4;29
10;12;2005;32.58;31.6;31
11;12;2005;32.75;31.6;24
12;12;2005;32.59;32.2;25
13;12;2005;24.01;23.8;27
14;12;2005;24.41;24.2;27
15;12;2005;26.83;25.4;28
16;12;2005;25.85;25.4;30
17;12;2005;29.48;28.2;29
18;12;2005;29.92;28.6;26
19;12;2005;27.61;26.4;27
20;12;2005;31.08;30;29
21;12;2005;33.13;31.8;29
22;12;2005;30.84;29.4;30
23;12;2005;25.22;24.6;32
24;12;2005;27.69;27.2;28
25;12;2005;24.87;24;28
26;12;2005;28.22;27.6;28
27;12;2005;29.67;28.4;26.61
28;12;2005;30.6;29.6;29
29;12;2005;32.53;31;29.61
30;12;2005;33.43;32;29
31;12;2005;34.61;33.4;29
1;1;2006;31.38;30.4;24
2;1;2006;30.18;30.2;24
3;1;2006;27.68;27.4;26
4;1;2006;27.6;27;24
5;1;2006;31.06;30.2;22.5
6;1;2006;33.03;32.2;26
7;1;2006;32.63;30.6;30
8;1;2006;31.36;30;30
9;1;2006;26.72;25.4;25
10;1;2006;22.74;23.4;28.89
11;1;2006;28.87;28.6;31
12;1;2006;30.55;29.4;30
13;1;2006;30.16;29.6;32
14;1;2006;26.72;26;32
15;1;2006;28.65;26.6;31
16;1;2006;24.0;23.8;33
17;1;2006;25.35;25.8;34
18;1;2006;30.53;30;32
19;1;2006;28.6;28;31
20;1;2006;28.78;27.8;32
21;1;2006;25.64;25.2;32.5
22;1;2006;28.28;27.8;34
23;1;2006;30.88;30.2;32
24;1;2006;32.49;31.8;34
25;1;2006;25.31;25.6;35
26;1;2006;26.54;26.4;30
27;1;2006;29.45;27.4;25
28;1;2006;29.59;28.8;28
29;1;2006;31.5;29.8;21.39
30;1;2006;31.51;30.8;27
31;1;2006;30.33;28.6;27
1;2;2006;26.99;25.8;30
2;2;2006;28.28;27.4;30
3;2;2006;31.96;30.8;31.22
4;2;2006;31.59;29.6;33
5;2;2006;31.36;30.8;32
6;2;2006;33.48;32.4;33
7;2;2006;30.47;29.6;31
8;2;2006;29.21;29;30
9;2;2006;30.15;29.6;28
10;2;2006;29.47;28.2;26
11;2;2006;30.58;29.6;23
12;2;2006;32.03;31;24
13;2;2006;31.53;30.2;28
14;2;2006;30.99;30.2;30
15;2;2006;27.51;26.2;30
16;2;2006;26.23;24.6;28
17;2;2006;29.21;27.4;25.22
18;2;2006;25.0;24;27
19;2;2006;23.46;23.6;31
20;2;2006;28.37;27;27
21;2;2006;32.13;31;28
22;2;2006;33.47;32.6;28
23;2;2006;33.26;32;30
24;2;2006;33.4;32.2;27
25;2;2006;33.47;31.8;28
26;2;2006;32.38;30.4;29
27;2;2006;33.97;31.8;30
28;2;2006;33.22;32.2;32
1;3;2006;34.02;32.2;32
2;3;2006;34.88;33.4;32
3;3;2006;35.4;34;33
4;3;2006;34.02;32.4;33
5;3;2006;32.0;31.4;28
6;3;2006;33.0;32;29
7;3;2006;35.09;33.4;26
8;3;2006;35.29;33.6;30
9;3;2006;33.74;32.4;31
10;3;2006;35.08;33.2;30
11;3;2006;36.91;34.8;28
12;3;2006;32.38;31.6;27
13;3;2006;26.79;26.4;29
14;3;2006;29.57;29;31
15;3;2006;25.33;24.8;30
16;3;2006;28.37;27.8;29
17;3;2006;31.63;29.8;30
18;3;2006;32.71;31;30
19;3;2006;32.49;31.4;30
20;3;2006;32.71;32;30
21;3;2006;33.86;33;29
22;3;2006;34.27;32.8;28
23;3;2006;34.74;32.8;29
24;3;2006;32.45;31.6;30
25;3;2006;31.94;31.6;29
26;3;2006;29.31;28.2;26
27;3;2006;28.42;27;28
28;3;2006;23.85;24;30
29;3;2006;25.54;24.6;25
30;3;2006;29.95;28.6;26
31;3;2006;30.51;29.8;27
1;4;2006;32.84;31.2;28
2;4;2006;28.53;27.6;28
3;4;2006;27.72;26.8;27
4;4;2006;26.0;25.8;27
5;4;2006;32.66;31.4;27
6;4;2006;29.0;29;26.11
7;4;2006;29.89;28.8;25.39
8;4;2006;29.96;28.6;27
9;4;2006;31.08;30.2;29
10;4;2006;28.81;27.8;27
11;4;2006;29.0;28.6;27
12;4;2006;29.98;29;28
13;4;2006;31.32;30;28
14;4;2006;32.75;31.2;28
15;4;2006;33.76;32.2;27
16;4;2006;33.46;33;22
17;4;2006;34.11;33;22
18;4;2006;34.36;33;22
19;4;2006;29.68;29;24
20;4;2006;30.9;29.6;25
21;4;2006;27.82;27;27
22;4;2006;31.75;31;29
23;4;2006;32.9;32.1;28
24;4;2006;31.69;31.1;29
25;4;2006;29.43;28.4;29
26;4;2006;29.46;28.8;28
27;4;2006;31.51;30.9;26
28;4;2006;32.39;30.5;26
29;4;2006;32.0;30.6;27
30;4;2006;30.7;29.8;26
1;5;2006;31.86;30.1;27
2;5;2006;31.76;31.2;27
3;5;2006;31.59;35.8;22
4;5;2006;31.5;30.8;22
5;5;2006;30.16;30.6;22
6;5;2006;31.56;29.6;24
7;5;2006;31.0;30.2;23
8;5;2006;31.49;30.2;22
9;5;2006;30.0;30.2;23
10;5;2006;26.35;26;18
11;5;2006;29.8;28.4;22
12;5;2006;32.04;30.4;20
13;5;2006;23.84;23;22
14;5;2006;28.11;27.4;23
15;5;2006;29.66;28.6;24
16;5;2006;30.23;29.2;24
17;5;2006;30.73;28.4;25
18;5;2006;28.77;27.6;26
19;5;2006;28.63;27.4;26
20;5;2006;27.95;27.2;21
21;5;2006;28.31;27;22.39
22;5;2006;26.0;26;19.22
23;5;2006;27.74;27;17.61
24;5;2006;31.18;29.4;19
