Dia;Mês;Ano;Cepagri;IAC;Viracopos
17;3;1995;24.0;26.6;29.78
18;3;1995;21.8;23.6;31
19;3;1995;24.4;25.6;31
20;3;1995;22.4;22.2;39.72
21;3;1995;22.6;21.6;29
22;3;1995;24.0;23.8;27
23;3;1995;24.2;23.6;30
24;3;1995;29.0;29.2;25
25;3;1995;28.2;30;27
26;3;1995;27.0;28;28
27;3;1995;27.2;28.4;29
28;3;1995;24.8;26.4;29.61
29;3;1995;27.8;29.6;31
30;3;1995;28.4;29.4;30.72
31;3;1995;26.8;29.2;29.22
1;4;1995;24.6;27.6;27.22
2;4;1995;20.6;23;28.39
3;4;1995;24.8;24.8;28.39
4;4;1995;30.2;29.6;27.39
5;4;1995;32.4;31.4;29
6;4;1995;33.2;32.6;28
7;4;1995;33.0;33.4;29
8;4;1995;33.4;33.8;29
9;4;1995;33.2;33.6;30
10;4;1995;32.6;33.6;30.22
11;4;1995;32.2;33;28
12;4;1995;32.6;33.6;28.78
13;4;1995;33.8;33.2;24.22
14;4;1995;32.4;32;26
15;4;1995;30.2;30.2;27.39
16;4;1995;30.0;30.6;28
17;4;1995;30.2;30;28.78
18;4;1995;31.6;31;28.78
19;4;1995;31.8;31.2;31
20;4;1995;31.0;29.8;31
21;4;1995;26.8;26.6;25
22;4;1995;29.2;29.2;25
23;4;1995;30.6;30.2;26.39
24;4;1995;22.4;22;28.22
25;4;1995;25.6;24;28.22
26;4;1995;25.2;24.2;29
27;4;1995;27.8;27.8;28.61
28;4;1995;29.8;29.6;28
29;4;1995;31.0;31;29
30;4;1995;29.2;30;30.11
1;5;1995;30.1;29;31
2;5;1995;28.8;27.8;30.72
3;5;1995;27.2;26.8;29
4;5;1995;30.2;30.2;28.61
5;5;1995;25.8;25.8;28.61
6;5;1995;25.4;25.4;28.22
7;5;1995;28.2;28.4;22.28
8;5;1995;29.2;28.4;25.61
9;5;1995;30.4;28.8;27
10;5;1995;32.2;31.4;21.22
11;5;1995;29.2;28.6;25
12;5;1995;27.4;27.6;26
13;5;1995;25.2;25.6;27.28
14;5;1995;27.8;27.2;28
15;5;1995;27.8;27.2;28.39
16;5;1995;27.6;27.4;28
17;5;1995;29.4;29;28
18;5;1995;29.4;29;27.72
19;5;1995;28.0;28.8;21.78
20;5;1995;29.8;30;23
21;5;1995;29.4;30.4;23
22;5;1995;29.6;29;23.39
23;5;1995;29.2;29.4;25
24;5;1995;25.4;24.6;25
25;5;1995;28.8;24;25.39
26;5;1995;25.8;26;25
27;5;1995;27.4;27.6;26
28;5;1995;27.8;27.8;26
29;5;1995;28.4;28.2;25.61
30;5;1995;28.8;28.4;23.72
31;5;1995;31.0;30.6;23
1;6;1995;21.8;21.2;24.11
2;6;1995;24.6;24.4;25
3;6;1995;26.4;25.8;24.78
4;6;1995;27.0;26.8;23.22
5;6;1995;28.0;27.4;25
6;6;1995;29.2;29.2;25
7;6;1995;29.4;29.2;26
8;6;1995;28.6;28.2;26
9;6;1995;27.8;28;26.28
10;6;1995;28.8;28;26.61
11;6;1995;29.6;28.8;28.11
12;6;1995;30.2;30;28.39
13;6;1995;29.6;29.4;26.39
14;6;1995;28.0;27.6;27
15;6;1995;28.6;28.4;26.78
16;6;1995;28.2;28;28
17;6;1995;22.0;21.6;27.5
18;6;1995;23.4;23.8;23.5
19;6;1995;25.8;25.2;20.11
20;6;1995;29.8;27;21
21;6;1995;18.6;20.2;21.5
22;6;1995;25.4;25;25.11
23;6;1995;26.8;26.6;27
24;6;1995;27.6;28;26.5
25;6;1995;27.8;28.4;26
26;6;1995;28.0;28;24.11
27;6;1995;28.8;28.6;27
28;6;1995;28.4;28.2;28.5
29;6;1995;22.6;23;28.5
30;6;1995;21.2;21.2;22
1;7;1995;22.6;22.4;25.39
2;7;1995;21.8;21;27
3;7;1995;22.8;23.2;27
4;7;1995;24.6;24.6;27
5;7;1995;25.8;25.4;26.39
6;7;1995;25.2;25;28
7;7;1995;21.8;21.8;27.61
8;7;1995;25.4;25.4;27.61
9;7;1995;25.8;25.6;20
10;7;1995;25.2;25.2;21
11;7;1995;23.6;23.2;26
12;7;1995;24.4;23;27
13;7;1995;25.0;25;28
14;7;1995;25.0;25.2;29.5
15;7;1995;23.6;23.4;29.39
16;7;1995;23.4;24;27.61
17;7;1995;25.4;25.2;28
18;7;1995;25.4;25.6;27.89
19;7;1995;26.0;25.4;26.22
20;7;1995;26.0;26;25.11
21;7;1995;26.2;26.6;20.39
22;7;1995;25.6;26.2;20.39
23;7;1995;26.4;27.6;24.89
24;7;1995;27.4;27.2;28
25;7;1995;26.6;26.6;29
26;7;1995;26.4;26.4;29
27;7;1995;25.8;26.8;28
28;7;1995;27.4;27.8;28.39
29;7;1995;23.0;24.2;29
30;7;1995;20.4;20;28.78
31;7;1995;20.6;20;28.5
1;8;1995;21.6;21.4;29
2;8;1995;22.6;21.6;28.5
3;8;1995;25.4;25;30
4;8;1995;26.6;26.6;30
5;8;1995;26.2;26.4;24
6;8;1995;19.0;19.8;20
7;8;1995;25.0;24.6;29.11
8;8;1995;25.6;27.6;30
9;8;1995;29.0;28.6;30
10;8;1995;22.4;21.6;31
11;8;1995;22.8;23;30.28
12;8;1995;25.8;25.4;31
13;8;1995;27.0;26.6;31.22
14;8;1995;27.7;26.8;32
15;8;1995;23.8;23.6;32
16;8;1995;26.2;27.2;32.11
17;8;1995;28.4;28.2;31
18;8;1995;27.6;28;30
19;8;1995;17.2;17.2;29.5
20;8;1995;17.4;17.4;24.22
21;8;1995;20.8;21.4;27.61
22;8;1995;25.8;25.2;29
23;8;1995;26.4;26.6;30
24;8;1995;28.0;27.8;31.39
25;8;1995;28.8;28.4;31
26;8;1995;27.8;27.2;30.78
27;8;1995;27.2;27;31
28;8;1995;28.6;27.6;31.22
29;8;1995;26.4;26.6;33
30;8;1995;27.0;26.4;33.11
31;8;1995;21.6;21.2;33.11
1;9;1995;24.6;22.8;34
2;9;1995;20.4;20;33.5
3;9;1995;24.6;24.4;31
4;9;1995;28.0;27.8;23.61
5;9;1995;28.4;28.8;25
6;9;1995;28.0;27.8;28.5
7;9;1995;28.6;28.2;30
8;9;1995;27.8;28.8;30
9;9;1995;29.0;29;31
10;9;1995;29.0;28.6;33
11;9;1995;29.2;28.6;34
12;9;1995;28.8;28.4;25
13;9;1995;28.8;28.4;27
14;9;1995;30.6;30.2;32.39
15;9;1995;22.6;22.4;32.39
16;9;1995;15.2;15.4;26.78
17;9;1995;23.0;23;22
18;9;1995;30.2;29.8;32
19;9;1995;30.6;30.4;32
20;9;1995;30.8;31.4;28.11
21;9;1995;30.2;31;19
22;9;1995;30.8;30.6;29.11
23;9;1995;31.6;31.4;22.22
24;9;1995;31.0;30.6;22.78
25;9;1995;31.2;32;27
26;9;1995;33.0;33.4;29
27;9;1995;32.6;31.6;29.11
28;9;1995;27.0;26.1;25.61
29;9;1995;29.6;29;26
30;9;1995;24.2;24.4;30
1;10;1995;25.4;25.4;31
2;10;1995;28.2;28;31
3;10;1995;29.2;28.2;31
4;10;1995;30.4;29.8;31
5;10;1995;31.4;30.4;29
6;10;1995;30.0;29.8;28.78
7;10;1995;29.8;29.8;30.11
8;10;1995;31.2;31;30.5
9;10;1995;31.6;31;27
10;10;1995;32.6;32.8;28
11;10;1995;33.2;33;28
12;10;1995;32.0;33.4;32
13;10;1995;33.6;33;27
14;10;1995;31.6;31.4;25
15;10;1995;25.6;25.4;25.39
16;10;1995;25.0;24.4;21
17;10;1995;26.8;25.2;19
18;10;1995;28.0;28.8;26.72
19;10;1995;28.8;28.4;26.72
20;10;1995;29.8;30;25.61
21;10;1995;31.6;31.4;25.61
22;10;1995;33.0;33.2;24
23;10;1995;34.6;34.2;27.22
24;10;1995;26.0;26.8;30
25;10;1995;28.8;27.4;33
26;10;1995;33.6;33.2;33
27;10;1995;26.8;27.6;33.5
28;10;1995;27.8;28.4;33.5
29;10;1995;24.0;23.4;20
30;10;1995;32.4;33.2;20
31;10;1995;29.0;28.4;22
1;11;1995;17.0;17.6;25
2;11;1995;19.0;21.2;28
3;11;1995;29.6;29;28
4;11;1995;24.6;23;28
5;11;1995;23.2;22.4;30
6;11;1995;27.4;27.4;31
7;11;1995;31.8;31.8;32
8;11;1995;25.2;25;33.28
9;11;1995;25.4;25.7;33.28
10;11;1995;27.0;26.2;33.28
11;11;1995;29.8;30.4;33.28
12;11;1995;31.0;31;28.22
13;11;1995;31.4;31;23
14;11;1995;30.0;29;24.11
15;11;1995;32.0;31.6;26
16;11;1995;29.8;29.8;28
17;11;1995;25.0;25;31
18;11;1995;32.2;30;28
19;11;1995;30.6;30;28.22
20;11;1995;27.6;28;27
21;11;1995;29.0;28.4;27.11
22;11;1995;28.6;29;29
23;11;1995;31.8;32;29.78
24;11;1995;28.4;29;29.78
25;11;1995;23.6;23;28.72
26;11;1995;21.4;21.2;31
27;11;1995;20.8;20.8;33.11
28;11;1995;18.4;19;33.11
29;11;1995;27.4;26.4;29
30;11;1995;27.0;27;30
1;12;1995;26.4;24;31
2;12;1995;22.4;23;32
3;12;1995;23.8;24.2;32.39
4;12;1995;27.4;27;32.39
5;12;1995;30.6;30.2;29.11
6;12;1995;32.8;32.8;30
7;12;1995;33.8;33.2;31
8;12;1995;33.8;33.8;32.11
9;12;1995;26.0;25.8;32.11
10;12;1995;21.2;21.2;32
11;12;1995;20.4;19.8;31.78
12;12;1995;22.8;22.2;30
13;12;1995;25.8;25.8;23.72
14;12;1995;27.8;28;24
15;12;1995;28.6;28.4;29.11
16;12;1995;26.8;26.6;31.22
17;12;1995;30.0;29.4;33.22
18;12;1995;31.4;31.8;33.22
19;12;1995;32.6;31.4;28
20;12;1995;33.8;33.2;28
21;12;1995;34.0;33.2;29
22;12;1995;34.0;33.8;28.5
23;12;1995;29.0;29.2;29.39
24;12;1995;24.4;25.4;29.39
25;12;1995;24.2;24.2;27
26;12;1995;24.2;24.8;27.39
27;12;1995;26.2;26.8;25.39
28;12;1995;29.0;28.8;27
29;12;1995;31.0;31;27
30;12;1995;28.4;29;26.72
31;12;1995;26.6;27;26
1;1;1996;25.6;25.6;26
2;1;1996;28.0;28;26
3;1;1996;30.4;29.4;25
4;1;1996;30.6;30.4;25
5;1;1996;28.8;29.8;30
6;1;1996;29.2;29.2;29.5
7;1;1996;31.8;31.2;28
8;1;1996;33.6;33.4;28
9;1;1996;27.2;27.2;28
10;1;1996;29.8;29.8;29.28
11;1;1996;30.4;30.8;29.5
12;1;1996;32.0;31.8;29.89
13;1;1996;33.4;32.6;30
14;1;1996;33.6;32.8;32.28
15;1;1996;30.2;30;32.28
16;1;1996;30.2;30.8;31
17;1;1996;31.2;30.6;30.78
18;1;1996;31.8;31.2;30.78
19;1;1996;32.8;33.2;30.78
20;1;1996;27.8;27.4;32
21;1;1996;32.2;32;27
22;1;1996;31.4;31.8;31
23;1;1996;26.0;25;30.89
24;1;1996;22.4;22;34
25;1;1996;25.0;25;33.78
26;1;1996;29.8;30;33.39
27;1;1996;32.2;32;34.22
28;1;1996;33.4;33.4;34.22
29;1;1996;26.0;26;33.5
30;1;1996;29.6;29;34
31;1;1996;29.0;28;33.78
1;2;1996;29.8;28.8;32.61
2;2;1996;28.2;29;32.61
3;2;1996;30.2;30.2;31.78
4;2;1996;30.4;30.6;30
5;2;1996;30.0;29.4;30
6;2;1996;28.2;28;29.78
7;2;1996;29.0;28;29.78
8;2;1996;27.0;27.2;35
9;2;1996;27.0;28;31.61
10;2;1996;25.6;25.4;32.11
11;2;1996;27.6;27;32.11
12;2;1996;27.4;27;27.22
13;2;1996;23.4;22.8;26
14;2;1996;25.6;25.4;27.28
15;2;1996;26.2;26;31
16;2;1996;30.2;29.8;32.11
17;2;1996;27.0;26.2;32.11
18;2;1996;26.8;27.4;32
19;2;1996;29.8;28.8;31.61
20;2;1996;25.6;25.2;31.28
21;2;1996;30.0;30;30.22
22;2;1996;30.4;30.2;31
23;2;1996;30.0;29.6;31
24;2;1996;30.2;30.2;30.72
25;2;1996;32.2;32;33
26;2;1996;31.8;31.4;32.78
27;2;1996;32.0;31.4;30
28;2;1996;31.8;31.4;31
29;2;1996;28.2;30;30.78
1;3;1996;27.8;28.8;29.22
2;3;1996;30.8;32.2;28
3;3;1996;26.0;27.4;30
4;3;1996;31.0;31.4;29.5
5;3;1996;31.2;29.8;29.28
6;3;1996;34.4;33.8;30
7;3;1996;34.0;33.6;30.61
8;3;1996;34.0;33.8;25
9;3;1996;35.0;34.2;25
10;3;1996;34.1;32.2;27
11;3;1996;34.4;34;27
12;3;1996;34.6;34;28.22
13;3;1996;34.8;33.6;29.5
14;3;1996;32.4;32.4;31.5
15;3;1996;32.4;31.6;27
16;3;1996;30.2;29.6;29.39
17;3;1996;29.8;29.4;29.39
18;3;1996;29.0;28.8;30
19;3;1996;29.6;29.4;30
20;3;1996;29.8;29.4;29.78
21;3;1996;31.6;31.6;28
22;3;1996;31.8;31.2;27.22
23;3;1996;32.4;32.2;29.39
24;3;1996;29.0;28.4;30
25;3;1996;27.0;26.6;30.39
26;3;1996;27.8;26;32.11
27;3;1996;27.2;27.8;32.11
28;3;1996;32.6;31.8;32
29;3;1996;31.6;32;31
30;3;1996;31.4;31.8;32
31;3;1996;31.8;32.6;33
1;4;1996;30.6;31.6;32.78
2;4;1996;30.4;30.8;32
3;4;1996;29.8;31;33
4;4;1996;31.2;30.6;32.78
5;4;1996;30.8;31;31.22
6;4;1996;29.8;30.6;31.11
7;4;1996;32.2;32.4;32
8;4;1996;32.4;31.4;31.61
9;4;1996;31.0;30.4;32.22
10;4;1996;31.0;30.4;32.22
11;4;1996;31.2;30;31.39
12;4;1996;26.2;27.4;25
13;4;1996;28.2;29;27
14;4;1996;29.6;29.6;29
15;4;1996;29.0;29;29.39
16;4;1996;30.8;30;29.22
17;4;1996;31.2;30.8;24
18;4;1996;29.2;28.4;24
19;4;1996;26.6;26.4;23
20;4;1996;26.2;26.4;24
21;4;1996;26.4;27.2;26
22;4;1996;28.4;27.8;27
23;4;1996;27.4;27.2;28
24;4;1996;29.8;29.8;28.22
25;4;1996;31.4;31.4;29
26;4;1996;27.0;27;29.22
27;4;1996;30.2;29.8;24
28;4;1996;27.8;26.6;27.22
29;4;1996;30.2;30.2;28
30;4;1996;30.4;30.4;27.78
1;5;1996;28.4;28.2;25.39
2;5;1996;29.4;28.2;23.89
3;5;1996;29.8;28.8;23.28
4;5;1996;29.5;30;26
5;5;1996;30.0;30.4;27
6;5;1996;30.0;30;28
7;5;1996;31.0;31.6;28.28
8;5;1996;32.8;32.4;29
9;5;1996;31.2;31.4;28.78
10;5;1996;32.6;31.2;25.72
11;5;1996;30.8;32;23.28
12;5;1996;31.0;32.4;27
13;5;1996;32.6;32.4;28.28
14;5;1996;33.0;32;28.28
15;5;1996;32.6;32.2;27
16;5;1996;32.8;32;21
17;5;1996;30.2;30.6;24
18;5;1996;31.2;31.2;24.22
19;5;1996;31.2;32.2;24
20;5;1996;31.0;30.8;25
21;5;1996;32.0;31.2;24.78
22;5;1996;31.4;31.4;25.72
23;5;1996;25.4;24.6;25
24;5;1996;25.4;26;21.61
25;5;1996;27.4;27.2;22
26;5;1996;28.8;29;23.61
27;5;1996;29.4;29;25
28;5;1996;28.4;28;25
29;5;1996;24.4;24.8;24
30;5;1996;23.2;23;25
31;5;1996;23.8;23.6;25
1;6;1996;24.6;24.8;26.22
2;6;1996;26.2;26.2;27.5
3;6;1996;27.4;26.6;21
4;6;1996;28.4;27.6;23.22
5;6;1996;28.6;29;24
6;6;1996;29.2;29.4;23.78
7;6;1996;25.8;25.8;23.39
8;6;1996;24.8;24;23.22
9;6;1996;27.6;27.2;23.22
10;6;1996;27.8;27.4;24
11;6;1996;26.4;26;23.89
12;6;1996;23.6;23.2;23
13;6;1996;24.8;24;24.11
14;6;1996;24.6;24.4;25.39
15;6;1996;26.4;26.8;26
16;6;1996;27.8;27.4;28.5
17;6;1996;27.8;27;28.5
18;6;1996;28.4;27.2;29.39
19;6;1996;28.2;27.8;29.39
20;6;1996;25.4;26;27
21;6;1996;23.4;23;28
22;6;1996;23.6;23.6;27.78
23;6;1996;26.4;26.4;27
24;6;1996;28.4;27.8;27
25;6;1996;26.6;28;29
26;6;1996;27.6;27;29
27;6;1996;22.4;22.4;28.39
28;6;1996;26.2;25;24.61
29;6;1996;21.2;20.6;14
30;6;1996;25.0;24.4;18.22
1;7;1996;26.0;25;23
2;7;1996;25.8;25.4;26
3;7;1996;23.4;22;25.61
4;7;1996;25.6;25.4;23.11
5;7;1996;22.0;22.2;27
6;7;1996;23.2;22.8;28.78
7;7;1996;23.8;23.8;26.22
8;7;1996;25.2;24.8;26.22
9;7;1996;25.2;24.2;29
10;7;1996;24.4;23.6;21
11;7;1996;25.6;25;20.61
12;7;1996;27.0;26.8;19.78
13;7;1996;26.8;26.8;23.22
14;7;1996;19.6;19.8;26
15;7;1996;21.8;22;26.22
16;7;1996;23.2;24;20.22
17;7;1996;23.4;23.8;24
18;7;1996;20.0;23.4;24
19;7;1996;24.8;24.2;24
20;7;1996;23.4;23.4;28.72
21;7;1996;22.0;22.6;28.72
22;7;1996;24.4;24.2;23.22
23;7;1996;23.4;23.2;21
24;7;1996;24.4;24;25
25;7;1996;25.2;24.2;25.11
26;7;1996;25.8;26.2;27
27;7;1996;26.2;26;27.22
28;7;1996;28.0;28;26.78
29;7;1996;28.6;28.8;26.78
30;7;1996;29.8;29.6;19.39
31;7;1996;29.2;28.4;22
1;8;1996;28.0;27.2;25
2;8;1996;28.4;28.6;25.11
3;8;1996;27.0;27;26
4;8;1996;27.2;27.4;26.22
5;8;1996;26.8;26.4;26.61
6;8;1996;29.2;29.2;26.61
7;8;1996;29.2;29;28
8;8;1996;23.4;24.8;30
9;8;1996;15.0;14.6;30
10;8;1996;14.2;14.6;24
11;8;1996;18.2;18.6;23
12;8;1996;24.2;24;24
13;8;1996;27.0;26.8;28
14;8;1996;25.0;24.8;28.39
15;8;1996;23.2;22.8;27.89
16;8;1996;25.0;25;24.22
17;8;1996;25.6;25;25.39
18;8;1996;26.4;26.6;25.39
19;8;1996;26.8;26.8;27
20;8;1996;29.4;29.6;27
21;8;1996;22.4;21.8;28
22;8;1996;20.6;20.4;28
23;8;1996;19.0;18.8;29
24;8;1996;24.8;24.2;29
25;8;1996;26.2;26.6;28.78
26;8;1996;22.4;23.6;31
27;8;1996;23.0;23;32.28
28;8;1996;24.0;24;32.61
29;8;1996;23.4;23.2;23
30;8;1996;24.8;24.4;29
31;8;1996;28.6;29;31.39
1;9;1996;24.0;23.8;31.39
2;9;1996;17.4;17.2;26
3;9;1996;22.0;21.6;26.22
4;9;1996;25.0;24.8;24.28
5;9;1996;25.6;25.2;22.78
6;9;1996;26.2;27.8;21
7;9;1996;23.4;24.6;26.22
8;9;1996;25.0;26.6;28
9;9;1996;21.6;21.2;28.22
10;9;1996;20.8;20.6;21.61
11;9;1996;23.0;22.2;17
12;9;1996;23.4;24.2;23
13;9;1996;26.0;26;27
14;9;1996;25.2;26.6;27.5
15;9;1996;25.4;26.8;28
16;9;1996;27.4;27.2;28
17;9;1996;27.6;27.2;27.28
18;9;1996;28.4;28.2;22.72
19;9;1996;30.4;30.4;28.22
20;9;1996;30.0;30;29
21;9;1996;20.2;24.2;30.39
22;9;1996;21.0;22.6;31
23;9;1996;24.2;24;32.78
24;9;1996;29.2;28.4;32.78
25;9;1996;27.0;28.6;30
26;9;1996;24.6;24;26
27;9;1996;21.2;21.4;28.5
28;9;1996;25.0;25.4;28.5
29;9;1996;26.0;26.2;28
30;9;1996;28.0;27.2;28.39
1;10;1996;27.0;26.8;27.89
2;10;1996;28.4;27.4;30.78
3;10;1996;29.0;28;30.78
4;10;1996;29.8;29;28
5;10;1996;28.8;28.2;31
6;10;1996;28.4;28.2;30.78
7;10;1996;31.0;31.2;29.89
8;10;1996;32.2;32.2;26
9;10;1996;30.4;28.8;28
10;10;1996;29.4;25.4;30.5
11;10;1996;29.6;29.4;30.5
12;10;1996;29.0;31.8;30.22
13;10;1996;20.2;24.6;30.39
14;10;1996;27.4;26.8;27
15;10;1996;25.4;25;25.22
16;10;1996;23.4;23;26
17;10;1996;21.8;21;30.39
18;10;1996;21.4;22;30.39
19;10;1996;24.4;26.2;31.61
20;10;1996;26.2;28.6;31.61
21;10;1996;22.2;21.8;28.78
22;10;1996;16.8;16.8;31
23;10;1996;17.8;18.6;31
24;10;1996;22.8;24;28
25;10;1996;28.0;27;27.78
26;10;1996;28.2;27.4;25.22
27;10;1996;27.8;28;25.22
28;10;1996;28.2;27.4;28
29;10;1996;23.4;24.2;30
30;10;1996;23.0;23;31
31;10;1996;28.2;27.4;33
1;11;1996;27.6;28.4;32.89
2;11;1996;29.2;30.4;28
3;11;1996;29.8;30.8;26
4;11;1996;32.8;32;26
5;11;1996;31.2;30;28
6;11;1996;22.0;26;31
7;11;1996;28.0;28;32
8;11;1996;29.2;28.6;32
9;11;1996;23.3;24.8;32.5
10;11;1996;28.0;29.2;33
11;11;1996;29.8;28.8;33.22
12;11;1996;27.6;26.2;29
13;11;1996;29.8;31;27.28
14;11;1996;22.2;22.2;27.28
15;11;1996;27.8;28;26.61
16;11;1996;30.0;30.4;28
17;11;1996;30.2;30.4;29
18;11;1996;26.0;25.4;29.22
19;11;1996;26.2;26;28
20;11;1996;29.2;28.2;27
21;11;1996;30.8;30;22.39
22;11;1996;29.2;29;21.5
23;11;1996;29.8;30.6;25
24;11;1996;26.8;27;29
25;11;1996;23.2;24.2;30
26;11;1996;23.8;23.4;27
27;11;1996;27.4;26.8;28
28;11;1996;29.8;29.2;29
29;11;1996;30.2;30.4;29
30;11;1996;30.4;31.4;29
1;12;1996;29.8;29.2;26.39
2;12;1996;26.6;26.2;28
3;12;1996;30.8;30.2;28
4;12;1996;32.0;31;28
5;12;1996;26.4;28.2;30
6;12;1996;26.4;25.6;31
7;12;1996;26.6;25.6;30.72
8;12;1996;24.0;22.4;30
9;12;1996;28.6;27.8;33
10;12;1996;31.2;30.6;32.61
11;12;1996;32.0;31.2;31.89
12;12;1996;33.0;32.4;29
13;12;1996;28.8;28;30
14;12;1996;26.2;25.8;30
15;12;1996;25.2;25;31
16;12;1996;26.4;26;31.39
17;12;1996;28.6;28.2;31.61
18;12;1996;31.2;30.4;29
19;12;1996;32.2;31.6;32
20;12;1996;32.2;31.4;32.39
21;12;1996;32.4;31.4;32.22
22;12;1996;33.0;32.8;30.11
23;12;1996;31.0;30.2;29
24;12;1996;30.0;29.2;31.11
25;12;1996;26.2;25.8;32
26;12;1996;26.4;25.4;33
27;12;1996;27.8;26.6;32.89
28;12;1996;28.0;27.2;31.78
29;12;1996;28.4;28;29.11
30;12;1996;29.2;28.8;27
31;12;1996;27.4;27;31.22
1;1;1997;23.2;22.6;31.22
2;1;1997;21.4;21;28
3;1;1997;21.4;20.6;26
4;1;1997;26.2;25.2;28
5;1;1997;28.8;28;30
6;1;1997;29.6;29;30.28
7;1;1997;27.8;27.2;32.11
8;1;1997;28.6;28.4;33
9;1;1997;29.0;29;33
10;1;1997;29.4;29.2;27.5
11;1;1997;26.4;26.8;27.5
12;1;1997;27.2;26.2;28
13;1;1997;28.4;28;29
14;1;1997;27.8;27.4;29.39
15;1;1997;27.4;26.8;31.28
16;1;1997;29.4;28.8;31.28
17;1;1997;30.2;31;29
18;1;1997;29.8;28.6;30
19;1;1997;29.0;28.6;30
20;1;1997;32.0;32;30.22
21;1;1997;31.4;31.4;30.72
22;1;1997;29.0;30;28
23;1;1997;28.6;28.6;28
24;1;1997;29.8;28.8;27.89
25;1;1997;30.0;29.4;27
26;1;1997;31.0;30.8;26.78
27;1;1997;31.2;30;28
28;1;1997;26.0;25.2;28.5
29;1;1997;29.0;28.4;30
30;1;1997;32.4;31.8;31.11
31;1;1997;30.2;30.8;31.28
1;2;1997;29.8;29.2;30
2;2;1997;30.0;27;25
3;2;1997;28.8;28.6;28
4;2;1997;31.0;30.2;31
5;2;1997;31.8;31.8;32
6;2;1997;32.2;32.2;33
7;2;1997;31.4;31.2;32.61
8;2;1997;29.8;29.2;32.39
9;2;1997;25.8;24.8;31
10;2;1997;25.2;25.8;33
11;2;1997;30.0;30.2;32.72
12;2;1997;29.0;29.8;32
13;2;1997;26.2;26.2;32
14;2;1997;25.2;25.8;31.78
15;2;1997;27.8;27.6;31.78
16;2;1997;30.0;29.8;30
17;2;1997;30.2;30;30
18;2;1997;32.2;31.2;30
19;2;1997;31.8;31.8;31
20;2;1997;27.8;27.4;30.28
21;2;1997;28.8;28;31
22;2;1997;28.6;27.6;33
23;2;1997;29.0;28.8;33.28
24;2;1997;29.4;29;30.5
25;2;1997;29.8;29.2;30
26;2;1997;31.0;31.4;31
27;2;1997;26.4;25.8;31.22
28;2;1997;29.2;29.2;31.39
1;3;1997;30.0;29.4;29.28
2;3;1997;31.0;30;29
3;3;1997;30.6;29.4;29.28
4;3;1997;29.0;29;29.22
5;3;1997;29.6;28.8;29.61
6;3;1997;27.6;27.8;29.89
7;3;1997;25.2;24;32
8;3;1997;28.0;27.6;32.39
9;3;1997;26.4;25.8;31.28
10;3;1997;28.0;27.8;31
11;3;1997;29.8;29;31.39
12;3;1997;30.6;29.4;32
13;3;1997;32.0;31;32
14;3;1997;30.2;29.4;32.39
15;3;1997;30.4;29.6;30
16;3;1997;27.2;25.8;27
17;3;1997;28.0;27.2;27.22
18;3;1997;31.4;30.6;28
19;3;1997;32.4;31.4;29.22
20;3;1997;32.4;31.4;31
21;3;1997;31.8;31.6;31
22;3;1997;31.4;31;29
23;3;1997;30.8;30.8;31
24;3;1997;31.6;31.6;31
25;3;1997;31.4;31;30.11
26;3;1997;31.6;31.2;28.72
27;3;1997;31.2;30;28.22
28;3;1997;31.0;30.4;27.22
29;3;1997;28.6;28.4;27.11
30;3;1997;27.8;28.8;26.61
31;3;1997;30.4;29.6;22.78
1;4;1997;27.4;26.6;27
2;4;1997;31.2;30;27.61
3;4;1997;30.4;29.6;28
4;4;1997;31.0;30.8;30.61
5;4;1997;33.0;32;26.22
6;4;1997;32.6;31.8;26.22
7;4;1997;30.8;30.8;25
8;4;1997;29.4;30;26.28
9;4;1997;32.0;31.2;26.28
10;4;1997;31.6;31.4;26.28
11;4;1997;30.2;29.2;27
12;4;1997;30.0;28.4;28
13;4;1997;29.6;28.4;29.11
14;4;1997;28.4;29;30
15;4;1997;29.0;28.2;29.5
16;4;1997;29.4;29;30.11
17;4;1997;29.2;29.4;30.22
18;4;1997;31.8;31;26
19;4;1997;31.6;31;29
20;4;1997;31.4;30.4;29
21;4;1997;31.0;30.8;26
22;4;1997;31.6;30.8;27.72
23;4;1997;31.2;30.6;28
24;4;1997;32.0;31;28
25;4;1997;31.0;30.2;30
26;4;1997;25.8;24.8;29.72
27;4;1997;27.8;26.8;29.22
28;4;1997;28.6;27.4;29.22
29;4;1997;29.2;28.2;28
30;4;1997;30.6;29.2;29
1;5;1997;33.0;30;29
2;5;1997;31.0;29;30.78
3;5;1997;30.0;28.8;30
4;5;1997;32.0;29.6;29.89
5;5;1997;31.0;29.6;27.61
6;5;1997;31.2;28.6;27
7;5;1997;29.3;28.2;27
8;5;1997;29.0;27.4;28.61
9;5;1997;28.8;26.8;28.61
10;5;1997;28.2;26.6;27
11;5;1997;25.0;22.4;27
12;5;1997;22.5;21.6;28
13;5;1997;27.5;26.8;27.78
14;5;1997;28.5;27.2;25.61
15;5;1997;28.5;27;23
16;5;1997;31.0;30.4;22.78
17;5;1997;29.2;27.8;26
18;5;1997;27.0;25.4;27.22
19;5;1997;26.0;25.2;27.22
20;5;1997;27.0;26;28
21;5;1997;27.8;26.8;28
22;5;1997;28.0;27.2;27.5
23;5;1997;27.0;26;23
24;5;1997;29.2;27.8;22.61
