Dia,Mês,Ano,Cepagri,IAC
12,3,2003,19.4,19.8
13,3,2003,18.6,19.6
14,3,2003,21.83,19.6
15,3,2003,21.86,19
16,3,2003,22.59,19.6
17,3,2003,19.24,20.4
18,3,2003,20.8,21
19,3,2003,20.66,22
20,3,2003,19.62,20
21,3,2003,19.77,20.4
22,3,2003,18.87,20.2
23,3,2003,20.66,22.2
24,3,2003,21.97,22
25,3,2003,22.2,23
26,3,2003,20.83,21.6
27,3,2003,20.58,21
28,3,2003,20.92,20.8
29,3,2003,19.67,20
30,3,2003,18.28,19.4
31,3,2003,18.64,19.6
1,4,2003,18.23,19
2,4,2003,19.64,22
3,4,2003,16.43,18
4,4,2003,18.28,19
5,4,2003,19.75,20.8
6,4,2003,20.3,20.8
7,4,2003,20.57,21.2
8,4,2003,22.05,22.2
9,4,2003,20.49,20.6
10,4,2003,21.13,21.2
11,4,2003,21.29,20.4
12,4,2003,20.07,19.2
13,4,2003,20.38,20.8
14,4,2003,18.39,19
15,4,2003,18.58,19.9
16,4,2003,18.88,21
17,4,2003,18.41,18.8
18,4,2003,18.87,21.4
19,4,2003,19.69,19.6
20,4,2003,20.12,20.6
21,4,2003,19.5,20.6
22,4,2003,18.51,20.8
23,4,2003,19.06,20.4
24,4,2003,19.58,20.2
25,4,2003,20.4,20.8
26,4,2003,20.83,21
27,4,2003,17.25,18.6
28,4,2003,17.89,20.4
29,4,2003,20.11,21.2
30,4,2003,19.87,21
1,5,2003,17.48,17.8
2,5,2003,17.36,18.2
3,5,2003,17.67,18
4,5,2003,18.62,20.2
5,5,2003,18.02,18.4
6,5,2003,17.44,18
7,5,2003,18.12,18.4
8,5,2003,17.26,17.6
9,5,2003,17.94,19
10,5,2003,18.43,18.4
11,5,2003,16.18,16.2
12,5,2003,17.35,17.8
13,5,2003,17.8,18.2
14,5,2003,16.68,17.6
15,5,2003,17.18,19.4
16,5,2003,16.74,17.4
17,5,2003,17.15,18
18,5,2003,18.39,18.8
19,5,2003,17.75,18.4
20,5,2003,16.9,17.2
21,5,2003,17.62,18.2
22,5,2003,15.47,15.4
23,5,2003,15.83,16.8
24,5,2003,17.44,18.6
25,5,2003,18.12,18.8
26,5,2003,13.73,13.2
27,5,2003,11.87,12.6
28,5,2003,12.07,13.6
29,5,2003,14.41,16
30,5,2003,15.15,16.4
31,5,2003,15.74,16.6
1,6,2003,15.14,17
2,6,2003,15.87,18.6
3,6,2003,17.08,18
4,6,2003,17.98,14
5,6,2003,19.46,19.8
6,6,2003,18.61,19.6
7,6,2003,16.55,17.6
8,6,2003,15.25,17.4
9,6,2003,15.47,17
10,6,2003,16.96,18.6
11,6,2003,15.38,16.4
12,6,2003,15.57,18.2
13,6,2003,15.92,18
14,6,2003,16.41,17.8
15,6,2003,17.54,18.8
16,6,2003,12.4,13.2
17,6,2003,12.87,13.4
18,6,2003,13.27,15
19,6,2003,15.83,16.8
20,6,2003,8.85,9.4
21,6,2003,6.04,7.6
22,6,2003,6.22,9
23,6,2003,10.47,11.4
24,6,2003,14.26,14.8
25,6,2003,12.66,13.8
26,6,2003,12.7,14.8
27,6,2003,13.82,16
28,6,2003,16.04,16.4
29,6,2003,14.66,16.2
30,6,2003,12.76,13.8
1,7,2003,12.53,13.8
2,7,2003,12.74,14.4
3,7,2003,14.04,15.6
4,7,2003,14.31,15.8
5,7,2003,14,15.8
6,7,2003,14.1,16.4
7,7,2003,15.28,16.2
8,7,2003,8.11,8.6
9,7,2003,6.18,8.2
10,7,2003,6.08,8.2
11,7,2003,6.31,8.8
12,7,2003,6.75,11.4
13,7,2003,11.9,13.4
14,7,2003,12.58,14.6
15,7,2003,11.84,13.8
16,7,2003,10.24,13.4
17,7,2003,10.51,13.8
18,7,2003,13.45,14.6
19,7,2003,16.24,17
20,7,2003,15.95,16.6
21,7,2003,16.2,16.8
22,7,2003,16.27,17.8
23,7,2003,16.17,16.8
24,7,2003,16.43,17
25,7,2003,14.31,14.6
26,7,2003,12.55,14.8
27,7,2003,12.74,15
28,7,2003,12.64,14.6
29,7,2003,12.66,15.6
30,7,2003,14.44,15.6
31,7,2003,13.41,15.4
1,8,2003,12.95,14.8
2,8,2003,12.54,13.2
3,8,2003,12.46,14.2
4,8,2003,11.68,13.4
5,8,2003,9.22,10.8
6,8,2003,9.13,11.8
7,8,2003,9.21,11.6
8,8,2003,9.04,12.2
9,8,2003,10.78,11.8
10,8,2003,10.91,12.6
11,8,2003,8.78,10.6
12,8,2003,8.99,11.2
13,8,2003,9.04,12.8
14,8,2003,9.57,11.6
15,8,2003,7.65,9.8
16,8,2003,7.48,11.8
17,8,2003,8.81,10.8
18,8,2003,8,11
19,8,2003,8.08,10.6
20,8,2003,9.97,13.6
21,8,2003,11.16,13.4
22,8,2003,11.52,13.4
23,8,2003,11.54,16.2
24,8,2003,13.59,14.2
25,8,2003,9.21,9.8
26,8,2003,9.21,10
27,8,2003,12.03,13.2
28,8,2003,12.36,13
29,8,2003,10.56,12.8
30,8,2003,10.56,12.8
31,8,2003,11,12.6
1,9,2003,9.39,12.8
2,9,2003,9.44,13
3,9,2003,9.21,11.8
4,9,2003,9.13,13.2
5,9,2003,11.72,14.2
6,9,2003,11.27,14
7,9,2003,11.72,14.6
8,9,2003,12.44,15.8
9,9,2003,14.09,15.2
10,9,2003,14.22,15.6
11,9,2003,13.24,14.2
12,9,2003,14.4,14
13,9,2003,15.15,15.8
14,9,2003,14.13,14.8
15,9,2003,14.59,15.2
16,9,2003,13.42,14
17,9,2003,12.65,14.2
18,9,2003,12.25,14.2
19,9,2003,13.43,15.6
20,9,2003,15.62,16.2
21,9,2003,13.42,14.2
22,9,2003,14.14,15.4
24,9,2003,11,11.4
25,9,2003,6.42,6.6
26,9,2003,6.78,7.4
27,9,2003,10.47,11.6
28,9,2003,10.06,11.2
29,9,2003,11,11.6
30,9,2003,12.7,12.8
1,10,2003,8.6,9.6
2,10,2003,8.41,8.4
3,10,2003,9,9.6
4,10,2003,9.79,11
5,10,2003,9.73,13.4
6,10,2003,10.58,14
7,10,2003,10.91,14
8,10,2003,12.21,14.8
9,10,2003,13.42,16
10,10,2003,11.56,12.2
11,10,2003,11.58,12.2
12,10,2003,12.08,13
13,10,2003,12.03,12.6
14,10,2003,11.23,11.8
15,10,2003,12.38,13
16,10,2003,11.61,12.2
17,10,2003,11.9,12.8
18,10,2003,12.58,13.2
19,10,2003,13.08,14
20,10,2003,13.72,14.8
21,10,2003,14.34,14.6
22,10,2003,14.76,16.2
23,10,2003,14.94,16.6
24,10,2003,18.02,19
25,10,2003,18.96,19
26,10,2003,12.42,12.8
27,10,2003,10.78,11.2
28,10,2003,11.63,12.4
29,10,2003,13.8,14.2
30,10,2003,12.4,13.8
31,10,2003,12.47,14.6
1,11,2003,15.2,14.6
2,11,2003,13.5,14.6
3,11,2003,14.49,15.2
4,11,2003,14.93,15.4
5,11,2003,15.71,16.2
6,11,2003,16.29,16.4
7,11,2003,16.86,18
8,11,2003,16.73,18.8
9,11,2003,18.36,18.8
10,11,2003,18.12,18.2
11,11,2003,16.37,17.2
12,11,2003,14.66,16.8
13,11,2003,17.35,17.6
14,11,2003,15.93,16.4
15,11,2003,15.2,15.4
16,11,2003,16.12,17
17,11,2003,16.15,17.6
18,11,2003,17.78,18.4
19,11,2003,16.91,17.8
20,11,2003,18.87,19.4
21,11,2003,19.52,19.8
22,11,2003,16.64,17.6
23,11,2003,16.03,17
24,11,2003,17.08,17.6
25,11,2003,15.56,16.4
26,11,2003,13.33,14
27,11,2003,14.04,14.6
28,11,2003,14.13,13.2
29,11,2003,12.56,13.4
30,11,2003,12.22,13
1,12,2003,11.36,12.2
2,12,2003,13.78,14.6
3,12,2003,16.3,19.2
4,12,2003,19.89,20.6
5,12,2003,19.33,19.6
6,12,2003,18.12,18.8
7,12,2003,18.3,18.4
8,12,2003,17.06,17.8
9,12,2003,17.97,18.2
10,12,2003,19.55,20.2
11,12,2003,19.28,19.6
12,12,2003,20.01,20.2
13,12,2003,17.25,18
14,12,2003,17.16,17.6
15,12,2003,17.62,18.2
16,12,2003,18.33,18.4
17,12,2003,18.29,18.6
18,12,2003,14.4,14.8
19,12,2003,12.03,13
20,12,2003,14.09,13.6
21,12,2003,16.07,15.2
22,12,2003,13.77,14.6
23,12,2003,12.7,14
24,12,2003,15.88,16.4
25,12,2003,17.17,19.2
26,12,2003,17.59,18.6
27,12,2003,20.57,20.8
28,12,2003,20.17,20.2
29,12,2003,17.4,17.6
30,12,2003,17.17,17.8
31,12,2003,19.95,19.8
1,1,2004,18.95,20
2,1,2004,18.54,19.8
3,1,2004,20.4,20.6
4,1,2004,16.63,16.4
5,1,2004,17.57,18.2
6,1,2004,17,17.8
7,1,2004,18.92,19.2
8,1,2004,18.65,19.6
9,1,2004,17.98,18.8
10,1,2004,19.02,19.4
11,1,2004,19.17,19.8
12,1,2004,19.87,20.6
13,1,2004,17.92,18.2
14,1,2004,18.03,18.6
15,1,2004,18.24,19
16,1,2004,19.09,19.8
17,1,2004,19.99,20.4
18,1,2004,20.26,21
19,1,2004,20.26,21
20,1,2004,18.92,19.8
21,1,2004,18.83,19.2
22,1,2004,19.8,20
23,1,2004,18.14,18.8
24,1,2004,15.84,18.6
25,1,2004,18.47,19.2
26,1,2004,18.42,19.4
27,1,2004,17.95,18.6
28,1,2004,19.64,20.6
29,1,2004,21.2,22.2
30,1,2004,20.02,19.2
31,1,2004,19.89,20.6
1,2,2004,17.96,18.4
2,2,2004,17.97,18.8
3,2,2004,19.37,20
4,2,2004,19.27,20.2
5,2,2004,19.09,19.4
6,2,2004,17.63,19
7,2,2004,18.32,19
8,2,2004,17.11,17.8
9,2,2004,17.62,18.6
10,2,2004,18.29,19
11,2,2004,16.74,18.2
12,2,2004,16.82,18
13,2,2004,18.95,20
14,2,2004,21.08,21.6
15,2,2004,19.27,20.4
16,2,2004,17.08,17.6
17,2,2004,16.12,16.6
18,2,2004,16.83,17.6
19,2,2004,17.67,18.6
20,2,2004,18.88,19.4
21,2,2004,17.62,18.6
22,2,2004,17.71,18.6
23,2,2004,18.56,19.8
24,2,2004,17.84,18.8
25,2,2004,17.08,18
26,2,2004,19.83,20.4
27,2,2004,18.57,20
28,2,2004,18.97,19.4
29,2,2004,19.78,20.2
1,3,2004,18.92,20.4
2,3,2004,16.27,17.4
3,3,2004,16.51,17.2
4,3,2004,16.19,16.8
5,3,2004,17.45,18
6,3,2004,19.51,20
7,3,2004,19.94,20.2
8,3,2004,19.89,20
9,3,2004,19.99,21
10,3,2004,20.45,21.4
11,3,2004,18.55,19.8
12,3,2004,18.82,20
13,3,2004,19.81,20.4
14,3,2004,19.8,20.4
15,3,2004,18.56,19
16,3,2004,17.86,18.6
17,3,2004,18.74,19.6
18,3,2004,18.3,18.8
19,3,2004,19.42,20
20,3,2004,20.24,21.6
21,3,2004,21.07,22.4
22,3,2004,20.3,20.8
23,3,2004,17.41,18.6
24,3,2004,15.88,16.2
25,3,2004,15.35,17
26,3,2004,15.83,16.8
27,3,2004,17.46,18.6
28,3,2004,17.36,18.2
29,3,2004,17.5,18.4
30,3,2004,17.45,19
31,3,2004,18.61,19.8
1,4,2004,18.65,19.4
2,4,2004,17.44,18.2
3,4,2004,18.79,18.8
4,4,2004,20.47,22
5,4,2004,19.98,20.8
6,4,2004,19.36,19.6
7,4,2004,19.72,20.2
8,4,2004,18.07,18.8
9,4,2004,17.42,17.6
10,4,2004,17.08,17.6
11,4,2004,17.1,17.6
12,4,2004,15.39,15.8
13,4,2004,15.85,16.8
14,4,2004,15.53,15.8
15,4,2004,16.93,18.4
16,4,2004,17.6,18.6
17,4,2004,18.51,19.8
18,4,2004,19.18,20
19,4,2004,19.54,19.8
20,4,2004,18.82,19.6
21,4,2004,17.17,18
22,4,2004,17.26,18.2
23,4,2004,18.28,20
24,4,2004,19.23,19.8
25,4,2004,18.83,19.8
26,4,2004,18.7,19.8
27,4,2004,19.03,19.2
28,4,2004,19.37,20.2
29,4,2004,19.32,19.8
30,4,2004,16.95,16.8
1,5,2004,17.18,18
2,5,2004,17.87,18
3,5,2004,17.93,19
4,5,2004,17.01,18.2
5,5,2004,14.67,15.4
6,5,2004,13.95,15.4
7,5,2004,13.32,14.6
8,5,2004,14.35,15
9,5,2004,14.94,15.2
10,5,2004,15.48,16.2
11,5,2004,15.2,16.6
12,5,2004,15.2,16.2
13,5,2004,15.66,17.4
14,5,2004,17.7,15.8
15,5,2004,16.06,17
16,5,2004,16.65,17.6
17,5,2004,16.43,17.8
18,5,2004,15.65,17.8
19,5,2004,16.06,19.6
20,5,2004,16.22,16.8
21,5,2004,16.95,18.8
22,5,2004,16.83,17.4
23,5,2004,16.91,17.8
24,5,2004,17.35,19.4
25,5,2004,18.48,19
26,5,2004,16.84,17.8
27,5,2004,17.67,19.2
28,5,2004,18.92,19.4
29,5,2004,19.65,20.4
30,5,2004,17.44,17.8
31,5,2004,17.01,18
1,6,2004,17.02,17.4
2,6,2004,17.83,19
3,6,2004,18.04,19
4,6,2004,17.07,18.2
5,6,2004,17.62,18.8
6,6,2004,19.24,19.4
7,6,2004,15.83,17.2
8,6,2004,16.37,18.4
9,6,2004,19.08,20
10,6,2004,15.93,16.2
11,6,2004,15.87,16.4
12,6,2004,13.43,15.4
13,6,2004,13.55,14.6
14,6,2004,11.53,13.4
15,6,2004,12.28,14
16,6,2004,12.76,15.4
17,6,2004,14.64,16.8
18,6,2004,14.67,17.4
19,6,2004,16.37,18
20,6,2004,17.08,18.2
21,6,2004,17.44,18.2
22,6,2004,15.82,16.4
23,6,2004,8.9,10
24,6,2004,9.4,11.6
25,6,2004,13.6,14.4
26,6,2004,12.06,12.8
27,6,2004,12.15,13.6
28,6,2004,14.89,16.6
29,6,2004,16.56,16.8
30,6,2004,9.66,10.8
1,7,2004,8.37,9.4
2,7,2004,8.37,10
3,7,2004,12.08,12.6
4,7,2004,14.55,15.2
5,7,2004,14.75,14.8
6,7,2004,13.95,14.6
7,7,2004,14.59,15.6
8,7,2004,14.89,15.4
9,7,2004,15.56,16.8
10,7,2004,11.99,12.2
11,7,2004,7.11,7.4
12,7,2004,7.43,8.2
13,7,2004,10.07,10.8
14,7,2004,11.09,12.2
15,7,2004,12.67,14.8
16,7,2004,12.76,13.4
17,7,2004,12.86,14
18,7,2004,13.64,14.2
19,7,2004,10.82,11.4
20,7,2004,10.78,11.6
21,7,2004,7.99,9.4
22,7,2004,6.8,8.4
23,7,2004,7.16,9.6
24,7,2004,10.28,11
25,7,2004,13.55,14.2
26,7,2004,14.58,14.8
27,7,2004,14.94,15.8
28,7,2004,9.04,9.6
29,7,2004,8.81,9.6
30,7,2004,9.36,10
31,7,2004,9.84,11.8
1,8,2004,8.63,11
2,8,2004,8.56,10
3,8,2004,8.66,10.6
4,8,2004,10.78,12.4
5,8,2004,10.56,13
6,8,2004,10.56,11
7,8,2004,10.55,11.6
8,8,2004,10.75,13.6
9,8,2004,16,14
10,8,2004,16.55,16.8
11,8,2004,13.82,13.8
12,8,2004,13.78,16.2
13,8,2004,15.78,16.2
14,8,2004,15.65,15.4
15,8,2004,12.78,14.2
16,8,2004,12.7,14
17,8,2004,12.43,14.2
18,8,2004,12.44,15
19,8,2004,13.15,15.6
20,8,2004,14.98,16
21,8,2004,12.96,14.6
22,8,2004,12.88,15
23,8,2004,14.37,16.4
24,8,2004,13.8,14.2
25,8,2004,13.5,13.6
26,8,2004,11.62,11.8
27,8,2004,11.77,11.6
28,8,2004,13.32,14.6
29,8,2004,13.42,14.6
30,8,2004,13.64,15
31,8,2004,13.73,15.2
1,9,2004,13.99,13.8
2,9,2004,12.64,13.2
3,9,2004,12.82,13.2
4,9,2004,11.49,12.2
5,9,2004,7.77,9.2
6,9,2004,8.64,9.2
7,9,2004,8.65,9.2
8,9,2004,8.57,9.8
9,9,2004,8.99,9.4
10,9,2004,9,9.4
11,9,2004,9.79,10.2
12,9,2004,10.42,11
13,9,2004,10.12,10.8
14,9,2004,10.48,11.6
15,9,2004,10.02,10.4
16,9,2004,5.77,8.2
17,9,2004,7.36,14.8
18,9,2004,12.08,14.8
19,9,2004,13.74,13.8
20,9,2004,12.7,12.4
21,9,2004,13.01,13.8
22,9,2004,13.04,13.6
23,9,2004,7.18,7.8
24,9,2004,8.1,8.4
25,9,2004,7.79,9.8
26,9,2004,7.79,10.2
27,9,2004,10.47,11.2
28,9,2004,9.48,10
29,9,2004,9.22,11.4
30,9,2004,9.24,12.4
1,10,2004,10.77,13
2,10,2004,10.87,13
3,10,2004,11.18,13.6
4,10,2004,12.75,15
5,10,2004,13.36,15.2
6,10,2004,14.03,16
7,10,2004,15.61,16
8,10,2004,15.92,16.4
9,10,2004,13.66,14.6
10,10,2004,14.15,15.4
11,10,2004,15.35,16.2
12,10,2004,17.8,17
13,10,2004,15.46,15.4
14,10,2004,10.91,13
15,10,2004,12.08,14.2
16,10,2004,14.37,15.6
17,10,2004,15.34,14.8
18,10,2004,15.57,16.4
19,10,2004,15.95,16.6
20,10,2004,14.58,15.2
21,10,2004,13.87,16
22,10,2004,14.59,17.8
23,10,2004,15.21,18.2
24,10,2004,16.86,18.2
25,10,2004,16.4,16.8
26,10,2004,14.49,15.2
27,10,2004,15.22,15.8
28,10,2004,15.28,15.4
29,10,2004,16.2,17.4
30,10,2004,17.32,17.6
31,10,2004,13.23,14.8
1,11,2004,14.49,14.8
2,11,2004,15.03,15.6
3,11,2004,14.92,16
4,11,2004,15.57,16.2
5,11,2004,16.67,19
6,11,2004,18.5,19.8
7,11,2004,18.25,18
8,11,2004,17.48,18.4
9,11,2004,19.21,19.8
10,11,2004,18.12,18.8
11,11,2004,19.85,20.4
12,11,2004,18.47,19.8
13,11,2004,18.85,19
14,11,2004,16.77,16.6
15,11,2004,15.53,15.6
16,11,2004,15.54,16
17,11,2004,16.1,16.4
18,11,2004,14.55,14.2
19,11,2004,14.31,14.8
20,11,2004,14.13,15
21,11,2004,8.58,10.2
22,11,2004,10.91,11.6
23,11,2004,11.71,12.6
24,11,2004,14.42,15.2
25,11,2004,16.83,17.6
26,11,2004,18.31,18.6
27,11,2004,19.37,20.2
28,11,2004,18.91,19.4
29,11,2004,19.55,19.4
30,11,2004,18.37,19.2
1,12,2004,16.16,16
2,12,2004,16.15,16.2
3,12,2004,18.74,19.2
4,12,2004,15.2,15.8
5,12,2004,14.58,14.8
6,12,2004,15.25,16
7,12,2004,17.93,18
8,12,2004,18.11,19
9,12,2004,18.55,19.6
10,12,2004,17.98,18.6
11,12,2004,15.37,16.2
12,12,2004,13.72,14.2
13,12,2004,14.18,14.6
14,12,2004,15.99,16.6
15,12,2004,18.25,18.6
16,12,2004,19.72,19.8
17,12,2004,18.62,19.4
18,12,2004,17.93,19
19,12,2004,19.05,19.2
20,12,2004,19.36,19.8
21,12,2004,18.96,19.6
22,12,2004,17.4,17.4
23,12,2004,16.07,16.4
24,12,2004,16.37,16.8
25,12,2004,17.93,18.2
26,12,2004,20.17,20.4
27,12,2004,17.15,17.2
28,12,2004,12.78,13.2
29,12,2004,15.52,15.8
30,12,2004,17.4,17.6
31,12,2004,17.51,19
1,1,2005,19.01,20
2,1,2005,18.91,19.8
3,1,2005,18.2,19
4,1,2005,16.32,16.8
5,1,2005,14.08,14.6
6,1,2005,14.03,14.6
7,1,2005,15.52,16.2
8,1,2005,17.08,17.4
9,1,2005,17.57,19.2
10,1,2005,17.45,19.6
11,1,2005,20.23,21.4
12,1,2005,19.05,19.8
13,1,2005,18.87,19.6
14,1,2005,15.3,16.2
15,1,2005,16.61,17.4
16,1,2005,17.74,18.2
17,1,2005,18.31,18.6
18,1,2005,18.48,18.8
19,1,2005,16.52,17.2
20,1,2005,19.86,20.4
21,1,2005,19.1,19.4
22,1,2005,18.96,20.2
23,1,2005,19.72,20.2
24,1,2005,17.33,18.2
25,1,2005,17.16,18
26,1,2005,14.44,19.6
27,1,2005,13.81,15.2
28,1,2005,16.51,17.2
29,1,2005,16.6,16.8
30,1,2005,20.44,20
31,1,2005,20.88,21
1,2,2005,19.67,19.6
2,2,2005,20.21,20.8
3,2,2005,20.04,20.4
4,2,2005,18.78,19.6
5,2,2005,16.76,17.4
6,2,2005,15.95,16.2
7,2,2005,17.07,17.6
8,2,2005,16.72,16.4
9,2,2005,20.5,20.8
10,2,2005,17.37,18.4
11,2,2005,18.35,19.4
12,2,2005,16.55,18.4
13,2,2005,17.4,19.2
14,2,2005,18.56,19.6
15,2,2005,20.07,20
16,2,2005,19.55,20.4
17,2,2005,18.11,18.8
18,2,2005,18.47,19.6
19,2,2005,18.6,19.6
20,2,2005,19.83,20.4
21,2,2005,20.84,21.4
22,2,2005,19.47,20
23,2,2005,21.15,21.6
24,2,2005,20.7,21.2
25,2,2005,21.22,21.8
26,2,2005,20.87,21.6
27,2,2005,18.68,21.6
28,2,2005,16.99,17.4
1,3,2005,19.51,19.8
2,3,2005,23.24,22.8
3,3,2005,20.84,21.2
4,3,2005,21.11,21
5,3,2005,20.24,21.2
6,3,2005,19.89,20.8
7,3,2005,20.12,21
8,3,2005,20.08,21
9,3,2005,17.98,19
10,3,2005,19.27,20.8
11,3,2005,20.45,21
12,3,2005,18.05,18.2
13,3,2005,16.78,16.6
14,3,2005,17.27,17.8
15,3,2005,18.9,19.6
16,3,2005,19.72,20
17,3,2005,17.49,17.8
18,3,2005,18.56,19.6
19,3,2005,19.04,19.8
20,3,2005,20.71,21
21,3,2005,20.57,20.8
22,3,2005,18.84,19.2
23,3,2005,18.12,18.4
24,3,2005,15.24,16
25,3,2005,14.21,15.6
26,3,2005,15.78,16.6
27,3,2005,16.33,16.6
28,3,2005,15.22,16
29,3,2005,17.17,17.6
30,3,2005,15.58,16
31,3,2005,18.1,17.4
1,4,2005,16.28,16.4
2,4,2005,16.06,16
3,4,2005,18.22,19
4,4,2005,19.56,18.4
5,4,2005,20.18,20.4
6,4,2005,18.15,19.2
7,4,2005,15.99,17.2
8,4,2005,16.18,16.8
9,4,2005,17.27,18.4
10,4,2005,21.96,21.8
11,4,2005,21.77,22.4
12,4,2005,18.55,19.6
13,4,2005,19.41,20.8
14,4,2005,19.1,20.2
15,4,2005,19.91,19.4
16,4,2005,19.46,19.6
17,4,2005,17.98,18
18,4,2005,16.95,17.6
19,4,2005,17.66,17.8
20,4,2005,16.43,17.4
21,4,2005,18.29,18.4
22,4,2005,18.87,19.6
23,4,2005,20.33,20.8
24,4,2005,19.36,19.4
25,4,2005,21.02,21
26,4,2005,20.26,19.8
27,4,2005,19.36,20.2
28,4,2005,21.08,22.2
29,4,2005,19.64,20.6
30,4,2005,18.89,20
1,5,2005,19.81,20.2
2,5,2005,19.99,20.8
3,5,2005,17.22,18
4,5,2005,18.8,20.2
5,5,2005,19.63,20.2
6,5,2005,20.34,20.8
7,5,2005,18.44,20
8,5,2005,19.14,19.6
9,5,2005,19.55,19.6
10,5,2005,17.27,17.6
11,5,2005,17.04,17.8
12,5,2005,18.21,19.2
13,5,2005,18.56,18.2
14,5,2005,18.2,18.4
15,5,2005,18.3,20.2
16,5,2005,20.47,20.8
17,5,2005,18.99,19.6
18,5,2005,20.14,20.4
19,5,2005,20.64,21.2
20,5,2005,21.07,21.4
21,5,2005,20.8,21.6
22,5,2005,21.17,21.6
23,5,2005,19.9,20
24,5,2005,20.38,21.4
25,5,2005,20.62,21
26,5,2005,19.13,19.6
27,5,2005,18.17,18.6
28,5,2005,18.68,19.6
29,5,2005,18.89,19.2
30,5,2005,17.48,18.4
31,5,2005,17.58,18.6
1,6,2005,17.95,20.8
2,6,2005,17.14,18.4
3,6,2005,16.88,17.8
4,6,2005,14.89,16.6
5,6,2005,15.61,18
6,6,2005,17.84,18.2
7,6,2005,17.32,17.8
8,6,2005,14.44,15.4
9,6,2005,15.08,17.4
10,6,2005,17.34,17.4
11,6,2005,14.4,15
12,6,2005,14.9,15.2
13,6,2005,14.08,15.2
14,6,2005,14.53,15.6
15,6,2005,13.29,15
16,6,2005,12.86,13.8
17,6,2005,12.87,14
18,6,2005,13.1,13.8
19,6,2005,12.17,14
20,6,2005,12.71,14.2
21,6,2005,12.85,14.8
22,6,2005,15.41,15.6
23,6,2005,14.42,16.6
24,6,2005,16.59,17.4
25,6,2005,14.04,16.6
26,6,2005,12.36,14.8
27,6,2005,14.75,15
28,6,2005,16.86,18
29,6,2005,14.88,15
30,6,2005,14.53,16.2
1,7,2005,14.31,15.2
2,7,2005,14.81,16.2
3,7,2005,15.23,16
4,7,2005,15.58,16.4
5,7,2005,15.64,17.8
6,7,2005,15.03,15.6
7,7,2005,15.21,15.6
8,7,2005,15.47,16
9,7,2005,15.52,16.6
10,7,2005,14.48,15
11,7,2005,12.6,13.6
12,7,2005,12.16,14
13,7,2005,12.08,13.2
14,7,2005,12.53,14.4
15,7,2005,15.28,15.6
16,7,2005,15.48,15.8
17,7,2005,15.58,16
18,7,2005,13.91,14.8
19,7,2005,13.91,15.6
20,7,2005,15.36,15.6
21,7,2005,15.08,15.4
22,7,2005,13.21,14.2
23,7,2005,13.03,14.4
24,7,2005,13.39,15
25,7,2005,13.95,15
26,7,2005,13.8,15
27,7,2005,12.66,14.4
28,7,2005,12.69,14
29,7,2005,12.69,14.2
30,7,2005,12.65,15.8
31,7,2005,12.88,14.8
1,8,2005,11.99,13.8
2,8,2005,12.04,14.4
3,8,2005,13.2,15.2
4,8,2005,14.79,16.2
5,8,2005,15.37,15.6
6,8,2005,14.3,14.6
7,8,2005,12.75,13
8,8,2005,10.56,11.8
9,8,2005,10.6,12.2
10,8,2005,9.88,11.8
11,8,2005,9.71,10.4
12,8,2005,10.47,11.6
13,8,2005,13.73,15.8
14,8,2005,15.72,16
15,8,2005,16.78,16.8
16,8,2005,13.11,15
17,8,2005,12.89,13.6
18,8,2005,11.4,12.8
19,8,2005,11.54,13.6
20,8,2005,12.43,16.2
21,8,2005,11.6,11.6
22,8,2005,11.43,11.2
23,8,2005,9.26,10.4
24,8,2005,9.35,11
25,8,2005,9.8,12
26,8,2005,14.28,14.2
27,8,2005,12.83,13
28,8,2005,10.05,11
29,8,2005,10.58,11.2
30,8,2005,10.77,12.2
31,8,2005,12.22,13.8
1,9,2005,13.19,13.6
2,9,2005,12.39,12.2
3,9,2005,12.4,12.2
4,9,2005,12.38,12.6
5,9,2005,12.87,13.6
6,9,2005,14.01,15.4
7,9,2005,14,15.2
8,9,2005,14,15.4
9,9,2005,7.06,7.8
10,9,2005,7.02,12.2
11,9,2005,10.22,11.8
12,9,2005,11.75,12.6
13,9,2005,13.65,14.2
14,9,2005,10.92,13.4
15,9,2005,11.01,14.4
16,9,2005,9.98,12
17,9,2005,9.17,12.8
18,9,2005,9.71,11.2
19,9,2005,9.89,13
20,9,2005,11.13,12.6
21,9,2005,11.4,13.2
22,9,2005,12.74,16.2
23,9,2005,14.43,15
24,9,2005,11.24,10.4
25,9,2005,8.59,9.8
26,9,2005,8.72,10
27,9,2005,10.51,12
28,9,2005,10.77,12.4
29,9,2005,11.18,14.2
30,9,2005,13.6,16
1,10,2005,14.71,16.6
2,10,2005,14.09,15
3,10,2005,14.9,16.4
4,10,2005,16.06,16.6
5,10,2005,15.66,16
6,10,2005,14.23,15.8
7,10,2005,13.49,15.2
8,10,2005,13.69,15.6
9,10,2005,15.21,15.4
10,10,2005,11.59,12.2
11,10,2005,12.71,13.4
12,10,2005,13.47,15
13,10,2005,14.18,17.4
14,10,2005,18.21,19.4
15,10,2005,17.84,20.6
16,10,2005,18.89,19.8
17,10,2005,16.64,17.2
18,10,2005,10.17,11.6
19,10,2005,11.14,13.4
20,10,2005,16.05,16.2
21,10,2005,16.1,16.2
22,10,2005,15.52,15.4
23,10,2005,14.62,14.6
24,10,2005,15.25,15.4
25,10,2005,16.36,16.6
